PyTorch 2.11.0 for DeltaAI (CUDA 13.0, Python 3.12)
Includes: transformers, accelerate, datasets, peft, lightning,
          timm, bitsandbytes, diffusers, mpi4py, tensorboard,
          wandb, jupyter, scipy, scikit-learn, opencv, nvitop
New in this build (sm_90 source builds):
  flash-attn, transformer_engine, xformers, apex, mamba-ssm,
  triton, torch-geometric, cupy-cuda13x, tensorrt, flashinfer
Known: transformer_engine and cupy currently fail at import due to
  a cu13 libcublasLt / cython ABI mismatch on this stack — use the
  other attention paths (flash-attn, xformers) and stock torch CUDA
  until an upstream fix lands.

For documentation and examples:
  https://docs.ncsa.illinois.edu/systems/deltaai/

Run setup-kernel prior to launching OOD job.

Quick start (on a compute node):
  module load python/miniforge3_pytorch/2.11.0
  conda activate base
  python -c "import torch; print(torch.cuda.is_available())"

CUDA extensions: CUDA_HOME, nvcc, and CMAKE_PREFIX_PATH come from the
auto-loaded cuda/13.1.1 module.

A conda environment has been detected
CONDA_PREFIX=/sw/user/python/miniforge3-pytorch-2.5.0 
Consider running 'conda deactivate' before loading this module.
CUDA Toolkit 13.1.1 loaded
Includes GPUDirect Storage (GDS) libraries
Requires NVIDIA driver 590+
Using gcc-native/14 (default in Cray PE 25.09)
host: gh034.hsn.cm.delta.internal.ncsa.edu   started: Tue Sep  8 03:25:04 PM CDT 2026
name, memory.total [MiB], driver_version
NVIDIA GH200 120GB, 97871 MiB, 595.71.05
torch 2.11.0+cu130 cuda True
triton 3.5.1

    early_stopping_metric='valid/accuracy',
    early_stopping_threshold=0.99,
    run_id='attention-dm16-lr1.0e-03'
valid/loss=8.33, valid/accuracy=0.000225, valid/num_kv_pairs/accuracy-4=0.00025, valid/num_kv_pairs/accuracy-8=0.00025, valid/num_kv_pairs/accuracy-16=0.000188, valid/num_kv_pairs/accuracy-32=0.000156, valid/num_kv_pairs/accuracy-64=0.000281, valid/num_kv_pairs/accuracy-128=0.000211, valid/num_kv_pairs/accuracy-256=0.000238
valid/loss=5.38, valid/accuracy=0.463, valid/num_kv_pairs/accuracy-4=0.792, valid/num_kv_pairs/accuracy-8=0.732, valid/num_kv_pairs/accuracy-16=0.634, valid/num_kv_pairs/accuracy-32=0.47, valid/num_kv_pairs/accuracy-64=0.572, valid/num_kv_pairs/accuracy-128=0.032, valid/num_kv_pairs/accuracy-256=0.0104
valid/loss=4.58, valid/accuracy=0.562, valid/num_kv_pairs/accuracy-4=0.869, valid/num_kv_pairs/accuracy-8=0.819, valid/num_kv_pairs/accuracy-16=0.735, valid/num_kv_pairs/accuracy-32=0.645, valid/num_kv_pairs/accuracy-64=0.674, valid/num_kv_pairs/accuracy-128=0.15, valid/num_kv_pairs/accuracy-256=0.0404
valid/loss=4.66, valid/accuracy=0.542, valid/num_kv_pairs/accuracy-4=0.844, valid/num_kv_pairs/accuracy-8=0.784, valid/num_kv_pairs/accuracy-16=0.706, valid/num_kv_pairs/accuracy-32=0.616, valid/num_kv_pairs/accuracy-64=0.674, valid/num_kv_pairs/accuracy-128=0.134, valid/num_kv_pairs/accuracy-256=0.0341
valid/loss=4.73, valid/accuracy=0.532, valid/num_kv_pairs/accuracy-4=0.834, valid/num_kv_pairs/accuracy-8=0.788, valid/num_kv_pairs/accuracy-16=0.719, valid/num_kv_pairs/accuracy-32=0.575, valid/num_kv_pairs/accuracy-64=0.67, valid/num_kv_pairs/accuracy-128=0.11, valid/num_kv_pairs/accuracy-256=0.025
valid/loss=4.67, valid/accuracy=0.547, valid/num_kv_pairs/accuracy-4=0.868, valid/num_kv_pairs/accuracy-8=0.821, valid/num_kv_pairs/accuracy-16=0.749, valid/num_kv_pairs/accuracy-32=0.597, valid/num_kv_pairs/accuracy-64=0.668, valid/num_kv_pairs/accuracy-128=0.103, valid/num_kv_pairs/accuracy-256=0.0234
valid/loss=4.55, valid/accuracy=0.558, valid/num_kv_pairs/accuracy-4=0.867, valid/num_kv_pairs/accuracy-8=0.823, valid/num_kv_pairs/accuracy-16=0.761, valid/num_kv_pairs/accuracy-32=0.659, valid/num_kv_pairs/accuracy-64=0.676, valid/num_kv_pairs/accuracy-128=0.0976, valid/num_kv_pairs/accuracy-256=0.0241
valid/loss=4.4, valid/accuracy=0.576, valid/num_kv_pairs/accuracy-4=0.889, valid/num_kv_pairs/accuracy-8=0.85, valid/num_kv_pairs/accuracy-16=0.788, valid/num_kv_pairs/accuracy-32=0.689, valid/num_kv_pairs/accuracy-64=0.682, valid/num_kv_pairs/accuracy-128=0.105, valid/num_kv_pairs/accuracy-256=0.0265
valid/loss=4.43, valid/accuracy=0.572, valid/num_kv_pairs/accuracy-4=0.88, valid/num_kv_pairs/accuracy-8=0.848, valid/num_kv_pairs/accuracy-16=0.769, valid/num_kv_pairs/accuracy-32=0.693, valid/num_kv_pairs/accuracy-64=0.686, valid/num_kv_pairs/accuracy-128=0.106, valid/num_kv_pairs/accuracy-256=0.026
valid/loss=4.37, valid/accuracy=0.575, valid/num_kv_pairs/accuracy-4=0.892, valid/num_kv_pairs/accuracy-8=0.848, valid/num_kv_pairs/accuracy-16=0.776, valid/num_kv_pairs/accuracy-32=0.677, valid/num_kv_pairs/accuracy-64=0.688, valid/num_kv_pairs/accuracy-128=0.117, valid/num_kv_pairs/accuracy-256=0.0282
valid/loss=4.54, valid/accuracy=0.557, valid/num_kv_pairs/accuracy-4=0.862, valid/num_kv_pairs/accuracy-8=0.841, valid/num_kv_pairs/accuracy-16=0.77, valid/num_kv_pairs/accuracy-32=0.647, valid/num_kv_pairs/accuracy-64=0.667, valid/num_kv_pairs/accuracy-128=0.0913, valid/num_kv_pairs/accuracy-256=0.0215
valid/loss=4.69, valid/accuracy=0.53, valid/num_kv_pairs/accuracy-4=0.828, valid/num_kv_pairs/accuracy-8=0.797, valid/num_kv_pairs/accuracy-16=0.727, valid/num_kv_pairs/accuracy-32=0.601, valid/num_kv_pairs/accuracy-64=0.667, valid/num_kv_pairs/accuracy-128=0.0766, valid/num_kv_pairs/accuracy-256=0.0167
valid/loss=4.73, valid/accuracy=0.532, valid/num_kv_pairs/accuracy-4=0.824, valid/num_kv_pairs/accuracy-8=0.793, valid/num_kv_pairs/accuracy-16=0.727, valid/num_kv_pairs/accuracy-32=0.617, valid/num_kv_pairs/accuracy-64=0.682, valid/num_kv_pairs/accuracy-128=0.0665, valid/num_kv_pairs/accuracy-256=0.0142
valid/loss=4.84, valid/accuracy=0.511, valid/num_kv_pairs/accuracy-4=0.793, valid/num_kv_pairs/accuracy-8=0.767, valid/num_kv_pairs/accuracy-16=0.698, valid/num_kv_pairs/accuracy-32=0.564, valid/num_kv_pairs/accuracy-64=0.684, valid/num_kv_pairs/accuracy-128=0.0613, valid/num_kv_pairs/accuracy-256=0.0127
valid/loss=4.95, valid/accuracy=0.497, valid/num_kv_pairs/accuracy-4=0.765, valid/num_kv_pairs/accuracy-8=0.741, valid/num_kv_pairs/accuracy-16=0.673, valid/num_kv_pairs/accuracy-32=0.556, valid/num_kv_pairs/accuracy-64=0.682, valid/num_kv_pairs/accuracy-128=0.0548, valid/num_kv_pairs/accuracy-256=0.0111
valid/loss=5.03, valid/accuracy=0.48, valid/num_kv_pairs/accuracy-4=0.742, valid/num_kv_pairs/accuracy-8=0.701, valid/num_kv_pairs/accuracy-16=0.645, valid/num_kv_pairs/accuracy-32=0.526, valid/num_kv_pairs/accuracy-64=0.679, valid/num_kv_pairs/accuracy-128=0.0535, valid/num_kv_pairs/accuracy-256=0.0112
valid/loss=5.07, valid/accuracy=0.469, valid/num_kv_pairs/accuracy-4=0.721, valid/num_kv_pairs/accuracy-8=0.69, valid/num_kv_pairs/accuracy-16=0.63, valid/num_kv_pairs/accuracy-32=0.511, valid/num_kv_pairs/accuracy-64=0.668, valid/num_kv_pairs/accuracy-128=0.0514, valid/num_kv_pairs/accuracy-256=0.0104
valid/loss=5.05, valid/accuracy=0.467, valid/num_kv_pairs/accuracy-4=0.727, valid/num_kv_pairs/accuracy-8=0.684, valid/num_kv_pairs/accuracy-16=0.62, valid/num_kv_pairs/accuracy-32=0.513, valid/num_kv_pairs/accuracy-64=0.668, valid/num_kv_pairs/accuracy-128=0.0472, valid/num_kv_pairs/accuracy-256=0.00989
valid/loss=5.03, valid/accuracy=0.471, valid/num_kv_pairs/accuracy-4=0.723, valid/num_kv_pairs/accuracy-8=0.686, valid/num_kv_pairs/accuracy-16=0.629, valid/num_kv_pairs/accuracy-32=0.524, valid/num_kv_pairs/accuracy-64=0.682, valid/num_kv_pairs/accuracy-128=0.0446, valid/num_kv_pairs/accuracy-256=0.00892
valid/loss=4.96, valid/accuracy=0.477, valid/num_kv_pairs/accuracy-4=0.736, valid/num_kv_pairs/accuracy-8=0.696, valid/num_kv_pairs/accuracy-16=0.637, valid/num_kv_pairs/accuracy-32=0.545, valid/num_kv_pairs/accuracy-64=0.672, valid/num_kv_pairs/accuracy-128=0.0433, valid/num_kv_pairs/accuracy-256=0.00834
valid/loss=4.97, valid/accuracy=0.473, valid/num_kv_pairs/accuracy-4=0.731, valid/num_kv_pairs/accuracy-8=0.698, valid/num_kv_pairs/accuracy-16=0.642, valid/num_kv_pairs/accuracy-32=0.539, valid/num_kv_pairs/accuracy-64=0.659, valid/num_kv_pairs/accuracy-128=0.0365, valid/num_kv_pairs/accuracy-256=0.00746
valid/loss=4.95, valid/accuracy=0.473, valid/num_kv_pairs/accuracy-4=0.733, valid/num_kv_pairs/accuracy-8=0.698, valid/num_kv_pairs/accuracy-16=0.644, valid/num_kv_pairs/accuracy-32=0.54, valid/num_kv_pairs/accuracy-64=0.653, valid/num_kv_pairs/accuracy-128=0.0358, valid/num_kv_pairs/accuracy-256=0.00679
valid/loss=4.99, valid/accuracy=0.469, valid/num_kv_pairs/accuracy-4=0.719, valid/num_kv_pairs/accuracy-8=0.7, valid/num_kv_pairs/accuracy-16=0.64, valid/num_kv_pairs/accuracy-32=0.534, valid/num_kv_pairs/accuracy-64=0.652, valid/num_kv_pairs/accuracy-128=0.0313, valid/num_kv_pairs/accuracy-256=0.00638
valid/loss=4.96, valid/accuracy=0.476, valid/num_kv_pairs/accuracy-4=0.739, valid/num_kv_pairs/accuracy-8=0.705, valid/num_kv_pairs/accuracy-16=0.665, valid/num_kv_pairs/accuracy-32=0.54, valid/num_kv_pairs/accuracy-64=0.646, valid/num_kv_pairs/accuracy-128=0.0284, valid/num_kv_pairs/accuracy-256=0.006
valid/loss=4.8, valid/accuracy=0.497, valid/num_kv_pairs/accuracy-4=0.766, valid/num_kv_pairs/accuracy-8=0.743, valid/num_kv_pairs/accuracy-16=0.703, valid/num_kv_pairs/accuracy-32=0.577, valid/num_kv_pairs/accuracy-64=0.658, valid/num_kv_pairs/accuracy-128=0.0299, valid/num_kv_pairs/accuracy-256=0.00598
valid/loss=4.72, valid/accuracy=0.514, valid/num_kv_pairs/accuracy-4=0.803, valid/num_kv_pairs/accuracy-8=0.779, valid/num_kv_pairs/accuracy-16=0.737, valid/num_kv_pairs/accuracy-32=0.593, valid/num_kv_pairs/accuracy-64=0.651, valid/num_kv_pairs/accuracy-128=0.0291, valid/num_kv_pairs/accuracy-256=0.00602
valid/loss=4.62, valid/accuracy=0.532, valid/num_kv_pairs/accuracy-4=0.834, valid/num_kv_pairs/accuracy-8=0.815, valid/num_kv_pairs/accuracy-16=0.766, valid/num_kv_pairs/accuracy-32=0.625, valid/num_kv_pairs/accuracy-64=0.645, valid/num_kv_pairs/accuracy-128=0.0307, valid/num_kv_pairs/accuracy-256=0.00614
valid/loss=4.47, valid/accuracy=0.555, valid/num_kv_pairs/accuracy-4=0.878, valid/num_kv_pairs/accuracy-8=0.848, valid/num_kv_pairs/accuracy-16=0.803, valid/num_kv_pairs/accuracy-32=0.667, valid/num_kv_pairs/accuracy-64=0.652, valid/num_kv_pairs/accuracy-128=0.033, valid/num_kv_pairs/accuracy-256=0.0064
valid/loss=4.38, valid/accuracy=0.57, valid/num_kv_pairs/accuracy-4=0.906, valid/num_kv_pairs/accuracy-8=0.875, valid/num_kv_pairs/accuracy-16=0.824, valid/num_kv_pairs/accuracy-32=0.698, valid/num_kv_pairs/accuracy-64=0.642, valid/num_kv_pairs/accuracy-128=0.0355, valid/num_kv_pairs/accuracy-256=0.00695
valid/loss=4.13, valid/accuracy=0.589, valid/num_kv_pairs/accuracy-4=0.935, valid/num_kv_pairs/accuracy-8=0.907, valid/num_kv_pairs/accuracy-16=0.855, valid/num_kv_pairs/accuracy-32=0.733, valid/num_kv_pairs/accuracy-64=0.642, valid/num_kv_pairs/accuracy-128=0.0425, valid/num_kv_pairs/accuracy-256=0.0082
valid/loss=3.88, valid/accuracy=0.609, valid/num_kv_pairs/accuracy-4=0.954, valid/num_kv_pairs/accuracy-8=0.932, valid/num_kv_pairs/accuracy-16=0.882, valid/num_kv_pairs/accuracy-32=0.774, valid/num_kv_pairs/accuracy-64=0.653, valid/num_kv_pairs/accuracy-128=0.0557, valid/num_kv_pairs/accuracy-256=0.0111
valid/loss=3.78, valid/accuracy=0.617, valid/num_kv_pairs/accuracy-4=0.962, valid/num_kv_pairs/accuracy-8=0.941, valid/num_kv_pairs/accuracy-16=0.893, valid/num_kv_pairs/accuracy-32=0.79, valid/num_kv_pairs/accuracy-64=0.659, valid/num_kv_pairs/accuracy-128=0.0624, valid/num_kv_pairs/accuracy-256=0.0137
    run_id='attention-dm16-lr3.2e-02'
valid/loss=6.61, valid/accuracy=0.328, valid/num_kv_pairs/accuracy-4=0.477, valid/num_kv_pairs/accuracy-8=0.387, valid/num_kv_pairs/accuracy-16=0.362, valid/num_kv_pairs/accuracy-32=0.331, valid/num_kv_pairs/accuracy-64=0.699, valid/num_kv_pairs/accuracy-128=0.0323, valid/num_kv_pairs/accuracy-256=0.00818
valid/loss=5.99, valid/accuracy=0.423, valid/num_kv_pairs/accuracy-4=0.726, valid/num_kv_pairs/accuracy-8=0.669, valid/num_kv_pairs/accuracy-16=0.567, valid/num_kv_pairs/accuracy-32=0.494, valid/num_kv_pairs/accuracy-64=0.4, valid/num_kv_pairs/accuracy-128=0.0824, valid/num_kv_pairs/accuracy-256=0.0224
valid/loss=5.6, valid/accuracy=0.497, valid/num_kv_pairs/accuracy-4=0.721, valid/num_kv_pairs/accuracy-8=0.671, valid/num_kv_pairs/accuracy-16=0.578, valid/num_kv_pairs/accuracy-32=0.574, valid/num_kv_pairs/accuracy-64=0.765, valid/num_kv_pairs/accuracy-128=0.127, valid/num_kv_pairs/accuracy-256=0.042
valid/loss=3.66, valid/accuracy=0.758, valid/num_kv_pairs/accuracy-4=0.979, valid/num_kv_pairs/accuracy-8=0.979, valid/num_kv_pairs/accuracy-16=0.971, valid/num_kv_pairs/accuracy-32=0.852, valid/num_kv_pairs/accuracy-64=0.966, valid/num_kv_pairs/accuracy-128=0.331, valid/num_kv_pairs/accuracy-256=0.232
valid/loss=3.01, valid/accuracy=0.789, valid/num_kv_pairs/accuracy-4=0.991, valid/num_kv_pairs/accuracy-8=0.987, valid/num_kv_pairs/accuracy-16=0.979, valid/num_kv_pairs/accuracy-32=0.954, valid/num_kv_pairs/accuracy-64=0.975, valid/num_kv_pairs/accuracy-128=0.375, valid/num_kv_pairs/accuracy-256=0.259
valid/loss=3.01, valid/accuracy=0.784, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.988, valid/num_kv_pairs/accuracy-16=0.979, valid/num_kv_pairs/accuracy-32=0.949, valid/num_kv_pairs/accuracy-64=0.976, valid/num_kv_pairs/accuracy-128=0.356, valid/num_kv_pairs/accuracy-256=0.245
valid/loss=3.02, valid/accuracy=0.785, valid/num_kv_pairs/accuracy-4=0.991, valid/num_kv_pairs/accuracy-8=0.987, valid/num_kv_pairs/accuracy-16=0.979, valid/num_kv_pairs/accuracy-32=0.951, valid/num_kv_pairs/accuracy-64=0.975, valid/num_kv_pairs/accuracy-128=0.359, valid/num_kv_pairs/accuracy-256=0.253
valid/loss=3, valid/accuracy=0.784, valid/num_kv_pairs/accuracy-4=0.99, valid/num_kv_pairs/accuracy-8=0.991, valid/num_kv_pairs/accuracy-16=0.978, valid/num_kv_pairs/accuracy-32=0.952, valid/num_kv_pairs/accuracy-64=0.976, valid/num_kv_pairs/accuracy-128=0.349, valid/num_kv_pairs/accuracy-256=0.251
valid/loss=3, valid/accuracy=0.785, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.99, valid/num_kv_pairs/accuracy-16=0.979, valid/num_kv_pairs/accuracy-32=0.954, valid/num_kv_pairs/accuracy-64=0.977, valid/num_kv_pairs/accuracy-128=0.349, valid/num_kv_pairs/accuracy-256=0.253
valid/loss=3.05, valid/accuracy=0.781, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.991, valid/num_kv_pairs/accuracy-16=0.983, valid/num_kv_pairs/accuracy-32=0.961, valid/num_kv_pairs/accuracy-64=0.979, valid/num_kv_pairs/accuracy-128=0.34, valid/num_kv_pairs/accuracy-256=0.219
valid/loss=3, valid/accuracy=0.778, valid/num_kv_pairs/accuracy-4=0.995, valid/num_kv_pairs/accuracy-8=0.988, valid/num_kv_pairs/accuracy-16=0.98, valid/num_kv_pairs/accuracy-32=0.949, valid/num_kv_pairs/accuracy-64=0.977, valid/num_kv_pairs/accuracy-128=0.333, valid/num_kv_pairs/accuracy-256=0.224
valid/loss=3.04, valid/accuracy=0.78, valid/num_kv_pairs/accuracy-4=0.992, valid/num_kv_pairs/accuracy-8=0.99, valid/num_kv_pairs/accuracy-16=0.981, valid/num_kv_pairs/accuracy-32=0.956, valid/num_kv_pairs/accuracy-64=0.98, valid/num_kv_pairs/accuracy-128=0.323, valid/num_kv_pairs/accuracy-256=0.237
valid/loss=3.01, valid/accuracy=0.777, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.989, valid/num_kv_pairs/accuracy-16=0.98, valid/num_kv_pairs/accuracy-32=0.954, valid/num_kv_pairs/accuracy-64=0.979, valid/num_kv_pairs/accuracy-128=0.329, valid/num_kv_pairs/accuracy-256=0.217
valid/loss=3.05, valid/accuracy=0.777, valid/num_kv_pairs/accuracy-4=0.992, valid/num_kv_pairs/accuracy-8=0.99, valid/num_kv_pairs/accuracy-16=0.984, valid/num_kv_pairs/accuracy-32=0.953, valid/num_kv_pairs/accuracy-64=0.982, valid/num_kv_pairs/accuracy-128=0.32, valid/num_kv_pairs/accuracy-256=0.216
valid/loss=3.02, valid/accuracy=0.777, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.988, valid/num_kv_pairs/accuracy-16=0.982, valid/num_kv_pairs/accuracy-32=0.953, valid/num_kv_pairs/accuracy-64=0.982, valid/num_kv_pairs/accuracy-128=0.318, valid/num_kv_pairs/accuracy-256=0.224
valid/loss=3.04, valid/accuracy=0.775, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.989, valid/num_kv_pairs/accuracy-16=0.982, valid/num_kv_pairs/accuracy-32=0.952, valid/num_kv_pairs/accuracy-64=0.981, valid/num_kv_pairs/accuracy-128=0.314, valid/num_kv_pairs/accuracy-256=0.216
valid/loss=3.09, valid/accuracy=0.775, valid/num_kv_pairs/accuracy-4=0.994, valid/num_kv_pairs/accuracy-8=0.992, valid/num_kv_pairs/accuracy-16=0.985, valid/num_kv_pairs/accuracy-32=0.959, valid/num_kv_pairs/accuracy-64=0.983, valid/num_kv_pairs/accuracy-128=0.309, valid/num_kv_pairs/accuracy-256=0.204
valid/loss=3.07, valid/accuracy=0.77, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.991, valid/num_kv_pairs/accuracy-16=0.984, valid/num_kv_pairs/accuracy-32=0.957, valid/num_kv_pairs/accuracy-64=0.982, valid/num_kv_pairs/accuracy-128=0.298, valid/num_kv_pairs/accuracy-256=0.187
valid/loss=3.06, valid/accuracy=0.769, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.991, valid/num_kv_pairs/accuracy-16=0.984, valid/num_kv_pairs/accuracy-32=0.956, valid/num_kv_pairs/accuracy-64=0.984, valid/num_kv_pairs/accuracy-128=0.291, valid/num_kv_pairs/accuracy-256=0.187
valid/loss=3.04, valid/accuracy=0.768, valid/num_kv_pairs/accuracy-4=0.991, valid/num_kv_pairs/accuracy-8=0.987, valid/num_kv_pairs/accuracy-16=0.982, valid/num_kv_pairs/accuracy-32=0.958, valid/num_kv_pairs/accuracy-64=0.986, valid/num_kv_pairs/accuracy-128=0.287, valid/num_kv_pairs/accuracy-256=0.183
valid/loss=3.02, valid/accuracy=0.768, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.988, valid/num_kv_pairs/accuracy-16=0.981, valid/num_kv_pairs/accuracy-32=0.957, valid/num_kv_pairs/accuracy-64=0.984, valid/num_kv_pairs/accuracy-128=0.281, valid/num_kv_pairs/accuracy-256=0.192
valid/loss=3.07, valid/accuracy=0.758, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.985, valid/num_kv_pairs/accuracy-16=0.98, valid/num_kv_pairs/accuracy-32=0.951, valid/num_kv_pairs/accuracy-64=0.986, valid/num_kv_pairs/accuracy-128=0.254, valid/num_kv_pairs/accuracy-256=0.16
valid/loss=3.08, valid/accuracy=0.753, valid/num_kv_pairs/accuracy-4=0.989, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.976, valid/num_kv_pairs/accuracy-32=0.95, valid/num_kv_pairs/accuracy-64=0.986, valid/num_kv_pairs/accuracy-128=0.237, valid/num_kv_pairs/accuracy-256=0.147
valid/loss=3.12, valid/accuracy=0.745, valid/num_kv_pairs/accuracy-4=0.98, valid/num_kv_pairs/accuracy-8=0.977, valid/num_kv_pairs/accuracy-16=0.972, valid/num_kv_pairs/accuracy-32=0.949, valid/num_kv_pairs/accuracy-64=0.985, valid/num_kv_pairs/accuracy-128=0.217, valid/num_kv_pairs/accuracy-256=0.136
valid/loss=3.17, valid/accuracy=0.738, valid/num_kv_pairs/accuracy-4=0.982, valid/num_kv_pairs/accuracy-8=0.977, valid/num_kv_pairs/accuracy-16=0.97, valid/num_kv_pairs/accuracy-32=0.949, valid/num_kv_pairs/accuracy-64=0.985, valid/num_kv_pairs/accuracy-128=0.189, valid/num_kv_pairs/accuracy-256=0.112
valid/loss=3.24, valid/accuracy=0.728, valid/num_kv_pairs/accuracy-4=0.975, valid/num_kv_pairs/accuracy-8=0.969, valid/num_kv_pairs/accuracy-16=0.963, valid/num_kv_pairs/accuracy-32=0.953, valid/num_kv_pairs/accuracy-64=0.984, valid/num_kv_pairs/accuracy-128=0.163, valid/num_kv_pairs/accuracy-256=0.0891
valid/loss=3.23, valid/accuracy=0.727, valid/num_kv_pairs/accuracy-4=0.977, valid/num_kv_pairs/accuracy-8=0.973, valid/num_kv_pairs/accuracy-16=0.967, valid/num_kv_pairs/accuracy-32=0.963, valid/num_kv_pairs/accuracy-64=0.984, valid/num_kv_pairs/accuracy-128=0.148, valid/num_kv_pairs/accuracy-256=0.0783
valid/loss=3.18, valid/accuracy=0.729, valid/num_kv_pairs/accuracy-4=0.978, valid/num_kv_pairs/accuracy-8=0.978, valid/num_kv_pairs/accuracy-16=0.973, valid/num_kv_pairs/accuracy-32=0.969, valid/num_kv_pairs/accuracy-64=0.985, valid/num_kv_pairs/accuracy-128=0.144, valid/num_kv_pairs/accuracy-256=0.0764
valid/loss=3.1, valid/accuracy=0.734, valid/num_kv_pairs/accuracy-4=0.988, valid/num_kv_pairs/accuracy-8=0.984, valid/num_kv_pairs/accuracy-16=0.98, valid/num_kv_pairs/accuracy-32=0.976, valid/num_kv_pairs/accuracy-64=0.984, valid/num_kv_pairs/accuracy-128=0.147, valid/num_kv_pairs/accuracy-256=0.0787
valid/loss=3.02, valid/accuracy=0.738, valid/num_kv_pairs/accuracy-4=0.993, valid/num_kv_pairs/accuracy-8=0.99, valid/num_kv_pairs/accuracy-16=0.986, valid/num_kv_pairs/accuracy-32=0.98, valid/num_kv_pairs/accuracy-64=0.982, valid/num_kv_pairs/accuracy-128=0.154, valid/num_kv_pairs/accuracy-256=0.0837
valid/loss=2.84, valid/accuracy=0.757, valid/num_kv_pairs/accuracy-4=0.997, valid/num_kv_pairs/accuracy-8=0.995, valid/num_kv_pairs/accuracy-16=0.991, valid/num_kv_pairs/accuracy-32=0.986, valid/num_kv_pairs/accuracy-64=0.981, valid/num_kv_pairs/accuracy-128=0.211, valid/num_kv_pairs/accuracy-256=0.135
valid/loss=2.74, valid/accuracy=0.782, valid/num_kv_pairs/accuracy-4=0.998, valid/num_kv_pairs/accuracy-8=0.996, valid/num_kv_pairs/accuracy-16=0.994, valid/num_kv_pairs/accuracy-32=0.99, valid/num_kv_pairs/accuracy-64=0.981, valid/num_kv_pairs/accuracy-128=0.288, valid/num_kv_pairs/accuracy-256=0.224
    run_id='mamba2-dm16-lr1.0e-03'
valid/loss=8.18, valid/accuracy=0.00286, valid/num_kv_pairs/accuracy-4=0.0123, valid/num_kv_pairs/accuracy-8=0.00275, valid/num_kv_pairs/accuracy-16=0.00181, valid/num_kv_pairs/accuracy-32=0.00144, valid/num_kv_pairs/accuracy-64=0.000859, valid/num_kv_pairs/accuracy-128=0.000492, valid/num_kv_pairs/accuracy-256=0.000391
valid/loss=7.99, valid/accuracy=0.00412, valid/num_kv_pairs/accuracy-4=0.0175, valid/num_kv_pairs/accuracy-8=0.00513, valid/num_kv_pairs/accuracy-16=0.00244, valid/num_kv_pairs/accuracy-32=0.00181, valid/num_kv_pairs/accuracy-64=0.000922, valid/num_kv_pairs/accuracy-128=0.000687, valid/num_kv_pairs/accuracy-256=0.000371
valid/loss=8.04, valid/accuracy=0.00459, valid/num_kv_pairs/accuracy-4=0.0192, valid/num_kv_pairs/accuracy-8=0.00588, valid/num_kv_pairs/accuracy-16=0.00294, valid/num_kv_pairs/accuracy-32=0.00178, valid/num_kv_pairs/accuracy-64=0.00116, valid/num_kv_pairs/accuracy-128=0.00075, valid/num_kv_pairs/accuracy-256=0.000414
valid/loss=5.01, valid/accuracy=0.377, valid/num_kv_pairs/accuracy-4=0.817, valid/num_kv_pairs/accuracy-8=0.757, valid/num_kv_pairs/accuracy-16=0.57, valid/num_kv_pairs/accuracy-32=0.332, valid/num_kv_pairs/accuracy-64=0.114, valid/num_kv_pairs/accuracy-128=0.0329, valid/num_kv_pairs/accuracy-256=0.0174
valid/loss=4.19, valid/accuracy=0.454, valid/num_kv_pairs/accuracy-4=0.894, valid/num_kv_pairs/accuracy-8=0.83, valid/num_kv_pairs/accuracy-16=0.671, valid/num_kv_pairs/accuracy-32=0.455, valid/num_kv_pairs/accuracy-64=0.213, valid/num_kv_pairs/accuracy-128=0.0763, valid/num_kv_pairs/accuracy-256=0.0366
valid/loss=3.78, valid/accuracy=0.487, valid/num_kv_pairs/accuracy-4=0.926, va[2026-09-08T16:26:14.704] error: *** JOB 3114372 ON gh034 CANCELLED AT 2026-09-08T16:26:14 DUE to SIGNAL Terminated ***
